id,caminho,tipo,status
789,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Banking/PixArea.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
790,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Banking/TransferArea.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
791,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Dashboard/DonutChart.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
792,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Infographic.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
793,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/IntroScreen.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
794,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Loading.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
795,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Modules/Cards.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
796,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Modules/Crypto.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
797,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Modules/Investments.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
798,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Modules/LifestyleExtended.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
799,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Modules/NeuralInsights.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
800,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Modules/Pix.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
801,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Modules/RegeneraExtra.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
802,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Modules/SystemExtended.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
803,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Modules/Transactions.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
804,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Modules/WealthExtended.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
805,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/SearchResults.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
806,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/UI/ErrorBoundary.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
807,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/UI/MapWidget.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
808,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/UI/PremiumChart.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
809,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/hooks/useSpeech.ts,código-fonte/protótipo,REFACTOR_REQUIRED
810,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/html/index.html,código-fonte/protótipo,REFACTOR_REQUIRED
811,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/index.css,código-fonte/protótipo,REFACTOR_REQUIRED
812,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/index.html,código-fonte/protótipo,REFACTOR_REQUIRED
813,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/index.tsx,código-fonte/protótipo,REFACTOR_REQUIRED
814,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/inject-pwa.cjs,código-fonte/protótipo,REFACTOR_REQUIRED
815,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/manifest.json,configuração,REFERENCE_ONLY
816,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/metadata.json,configuração,REFERENCE_ONLY
817,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/okversaoclaud.html,código-fonte/protótipo,REFACTOR_REQUIRED
818,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/package-lock.json,configuração,REFERENCE_ONLY
819,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/package.json,configuração,REFERENCE_ONLY
820,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/preview (19).html,código-fonte/protótipo,REFACTOR_REQUIRED
821,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/regenera_bank_private_financial_os_blue_black_menu_20x (1).html,código-fonte/protótipo,REFACTOR_REQUIRED
822,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/regenera_bank_private_financial_os_complete_23_modules.html,código-fonte/protótipo,REFACTOR_REQUIRED
823,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/regeneraoktop.html,código-fonte/protótipo,REFACTOR_REQUIRED
824,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/services/RB.ts,código-fonte/protótipo,BLOCKED_SECURITY_FINDING
825,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/services/geminiService.ts,código-fonte/protótipo,REFACTOR_REQUIRED
826,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/services/regeneraoktop.html,código-fonte/protótipo,REFACTOR_REQUIRED
827,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/sw.js,código-fonte/protótipo,REFACTOR_REQUIRED
828,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/transform.cjs,código-fonte/protótipo,BLOCKED_SECURITY_FINDING
829,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/tsconfig.json,configuração,REFERENCE_ONLY
830,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/types.ts,código-fonte/protótipo,REFACTOR_REQUIRED
831,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/vercel.json,configuração,REFERENCE_ONLY
832,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/vite.config.ts,código-fonte/protótipo,REFACTOR_REQUIRED
1497,04-bffs/regenera-api-partners/docs/source-material/webhook.service.ts,código-fonte/protótipo,REFACTOR_REQUIRED
1947,02-contracts/regenera-contracts-events/docs/source-material/domain-event.interface.ts,código-fonte/protótipo,REFACTOR_REQUIRED
2623,06-risk-control/regenera-control-audit/docs/source-material/audit-context.middleware.ts,código-fonte/protótipo,REFACTOR_REQUIRED
2624,06-risk-control/regenera-control-audit/docs/source-material/audit-sign.ts,código-fonte/protótipo,REFACTOR_REQUIRED
3481,06-risk-control/regenera-risk-kyc/docs/source-material/compliance-privacy.sql,código-fonte/protótipo,REFACTOR_REQUIRED
3482,06-risk-control/regenera-risk-kyc/docs/source-material/kyc.service.ts,código-fonte/protótipo,REFACTOR_REQUIRED
3483,06-risk-control/regenera-risk-kyc/docs/source-material/pep.provider.ts,código-fonte/protótipo,REFACTOR_REQUIRED
3680,05-core-banking/regenera-core-ledger/docs/source-material/0001-financial-foundation.sql,código-fonte/protótipo,REFACTOR_REQUIRED
3681,05-core-banking/regenera-core-ledger/docs/source-material/money.value-object.ts,código-fonte/protótipo,REFACTOR_REQUIRED
3960,05-core-banking/regenera-core-payment-orchestrator/docs/source-material/idempotency-log.entity.ts,código-fonte/protótipo,REFACTOR_REQUIRED
3961,05-core-banking/regenera-core-payment-orchestrator/docs/source-material/idempotency.service.ts,código-fonte/protótipo,REFACTOR_REQUIRED
3962,05-core-banking/regenera-core-payment-orchestrator/docs/source-material/outbox-event.entity.ts,código-fonte/protótipo,REFACTOR_REQUIRED
4146,06-risk-control/regenera-control-reconciliation/docs/source-material/reconciliation-run.entity.ts,código-fonte/protótipo,REFACTOR_REQUIRED
4147,06-risk-control/regenera-control-reconciliation/docs/source-material/reconciliation.service.ts,código-fonte/protótipo,REFACTOR_REQUIRED
4277,05-core-banking/regenera-core-session/docs/source-material/auth-and-inbound.sql,código-fonte/protótipo,REFACTOR_REQUIRED
5015,16-documentation/source-material/API/ERROR_CODES.md,documentação,EVIDENCE_ONLY
5016,16-documentation/source-material/Architecture/SCALING_STRATEGY.md,documentação,EVIDENCE_ONLY
5017,16-documentation/source-material/Architecture/SECURITY_ARCHITECTURE.md,documentação,EVIDENCE_ONLY
5018,16-documentation/source-material/Architecture/SIEM_PENTEST_PLAN.md,documentação,EVIDENCE_ONLY
5019,16-documentation/source-material/Architecture/SYSTEM_DESIGN.md,documentação,EVIDENCE_ONLY
5020,16-documentation/source-material/Compliance/AUDIT_LOGGING.md,documentação,EVIDENCE_ONLY
5021,16-documentation/source-material/Compliance/DATA_RETENTION_POLICY.md,documentação,EVIDENCE_ONLY
5022,16-documentation/source-material/Runbooks/CERTIFICATE_ROTATION.md,documentação,EVIDENCE_ONLY
5023,16-documentation/source-material/Runbooks/DISASTER_RECOVERY.md,documentação,EVIDENCE_ONLY
5024,16-documentation/source-material/Runbooks/INCIDENT_RESPONSE.md,documentação,EVIDENCE_ONLY
7207,10-platform/regenera-platform-event-bus/docs/source-material/pubsub-client.ts,código-fonte/protótipo,REFACTOR_REQUIRED
7558,07-integrations/regenera-integration-kyc-providers/docs/source-material/datavalid.client.ts,código-fonte/protótipo,REFACTOR_REQUIRED
7828,10-platform/regenera-platform-kubernetes/docs/source-material/application.yaml,configuração,REFERENCE_ONLY
7829,10-platform/regenera-platform-kubernetes/docs/source-material/authorization-policy.yaml,configuração,REFERENCE_ONLY
7830,10-platform/regenera-platform-kubernetes/docs/source-material/core-deployment.yaml,configuração,REFERENCE_ONLY
7831,10-platform/regenera-platform-kubernetes/docs/source-material/peer-authentication.yaml,configuração,REFERENCE_ONLY
7832,10-platform/regenera-platform-kubernetes/docs/source-material/virtual-service-canary.yaml,configuração,REFERENCE_ONLY
7913,10-platform/regenera-platform-observability/docs/source-material/metrics.service.ts,código-fonte/protótipo,REFACTOR_REQUIRED
7914,10-platform/regenera-platform-observability/docs/source-material/tracing.service.ts,código-fonte/protótipo,REFACTOR_REQUIRED
