type,area,module,path,size_bytes,priority,action
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/accessibility/AccessibilitySemantics.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/components/RegeneraButton.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/components/RegeneraCard.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/components/RegeneraCurrencyField.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/components/RegeneraDialog.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/components/RegeneraInput.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/components/RegeneraLoading.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/components/RegeneraReceipt.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/components/RegeneraStatusBadge.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/theme/ColorTokens.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/theme/ElevationTokens.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/theme/MotionTokens.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/theme/RadiusTokens.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/theme/RegeneraTheme.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/theme/SpacingTokens.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/main/kotlin/com/regenera/design/theme/TypographyTokens.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-design/src/test/kotlin/com/regenera/design/TokenTest.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-network/src/main/kotlin/com/regenera/network/ApiClient.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-network/src/main/kotlin/com/regenera/network/ApiResult.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-network/src/main/kotlin/com/regenera/network/AuthenticationInterceptor.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-network/src/main/kotlin/com/regenera/network/CorrelationIdInterceptor.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-network/src/main/kotlin/com/regenera/network/ErrorBodyMapper.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-network/src/main/kotlin/com/regenera/network/NetworkModule.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-network/src/main/kotlin/com/regenera/network/TimeoutPolicy.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-network/src/main/kotlin/com/regenera/network/dto/ApiErrorDto.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-network/src/main/kotlin/com/regenera/network/dto/PaginationDto.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-network/src/test/kotlin/com/regenera/network/ErrorBodyMapperTest.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-network/src/test/kotlin/com/regenera/network/RetryPolicyTest.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-observability/src/main/kotlin/com/regenera/observability/AnalyticsEvent.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-observability/src/main/kotlin/com/regenera/observability/AuditEvent.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-observability/src/main/kotlin/com/regenera/observability/CrashReporter.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-observability/src/main/kotlin/com/regenera/observability/Logger.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-observability/src/main/kotlin/com/regenera/observability/MetricsReporter.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-observability/src/main/kotlin/com/regenera/observability/ObservabilityModule.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-observability/src/main/kotlin/com/regenera/observability/SensitiveDataSanitizer.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-observability/src/main/kotlin/com/regenera/observability/TraceContext.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-observability/src/test/kotlin/com/regenera/observability/SensitiveDataSanitizerTest.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-security/src/main/kotlin/com/regenera/security/AppIntegrityManager.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-security/src/main/kotlin/com/regenera/security/BiometricAuthenticator.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-security/src/main/kotlin/com/regenera/security/CertificatePinning.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-security/src/main/kotlin/com/regenera/security/DeviceBindingManager.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-security/src/main/kotlin/com/regenera/security/KeystoreManager.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-security/src/main/kotlin/com/regenera/security/PlayIntegrityClient.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-security/src/main/kotlin/com/regenera/security/RootDetection.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-security/src/main/kotlin/com/regenera/security/ScreenProtection.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-security/src/main/kotlin/com/regenera/security/SecureSessionManager.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-security/src/main/kotlin/com/regenera/security/SecurityModule.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-security/src/test/kotlin/com/regenera/security/SecureSessionManagerTest.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-storage/src/main/kotlin/com/regenera/storage/CacheDatabase.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-storage/src/main/kotlin/com/regenera/storage/CachePolicy.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-storage/src/main/kotlin/com/regenera/storage/EncryptedPreferences.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-storage/src/main/kotlin/com/regenera/storage/SecureStorage.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-storage/src/main/kotlin/com/regenera/storage/StorageModule.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-storage/src/main/kotlin/com/regenera/storage/dao/CachedReferenceDao.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-storage/src/test/kotlin/com/regenera/storage/CachePolicyTest.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-testing/src/main/kotlin/com/regenera/testing/FakeClock.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-testing/src/main/kotlin/com/regenera/testing/FakeDispatcherProvider.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-testing/src/main/kotlin/com/regenera/testing/FakeFeatureFlags.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-testing/src/main/kotlin/com/regenera/testing/FakeSessionManager.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-testing/src/main/kotlin/com/regenera/testing/JsonFixtureLoader.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/core-testing/src/main/kotlin/com/regenera/testing/TestDataFactory.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/data/AccountsApi.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/domain/AccountsRepository.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/domain/GetAccountBalance.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/domain/GetAccounts.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/presentation/AccountDetailsScreen.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/presentation/AccountListScreen.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/presentation/AccountsViewModel.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/data/AuthApi.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/data/AuthRepositoryImpl.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/data/AuthResponseDto.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/domain/AuthRepository.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/domain/AuthenticateUser.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/domain/CompleteMfa.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/domain/LogoutUser.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/presentation/LoginScreen.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/presentation/LoginUiState.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/presentation/LoginViewModel.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/presentation/MfaScreen.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/main/kotlin/com/regenera/auth/presentation/MfaViewModel.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-auth/src/test/kotlin/com/regenera/auth/LoginViewModelTest.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-cards/src/main/kotlin/com/regenera/cards/data/CardsApi.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-cards/src/main/kotlin/com/regenera/cards/domain/BlockCard.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-cards/src/main/kotlin/com/regenera/cards/domain/CardsRepository.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-cards/src/main/kotlin/com/regenera/cards/domain/GetCards.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-cards/src/main/kotlin/com/regenera/cards/domain/GetInvoice.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-cards/src/main/kotlin/com/regenera/cards/domain/UpdateCardLimit.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-cards/src/main/kotlin/com/regenera/cards/presentation/CardDetailsScreen.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-cards/src/main/kotlin/com/regenera/cards/presentation/CardsScreen.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-cards/src/main/kotlin/com/regenera/cards/presentation/CardsViewModel.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-cards/src/main/kotlin/com/regenera/cards/presentation/InvoiceScreen.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-credit/src/main/kotlin/com/regenera/credit/data/CreditApi.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-credit/src/main/kotlin/com/regenera/credit/domain/AcceptCreditOffer.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-credit/src/main/kotlin/com/regenera/credit/domain/CreditRepository.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-credit/src/main/kotlin/com/regenera/credit/domain/GetCreditOffers.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-credit/src/main/kotlin/com/regenera/credit/domain/SimulateCredit.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-credit/src/main/kotlin/com/regenera/credit/presentation/CreditScreen.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-credit/src/main/kotlin/com/regenera/credit/presentation/CreditSimulationScreen.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-credit/src/main/kotlin/com/regenera/credit/presentation/CreditViewModel.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-home/src/main/kotlin/com/regenera/home/data/HomeApi.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-home/src/main/kotlin/com/regenera/home/domain/GetHomeSummary.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-home/src/main/kotlin/com/regenera/home/domain/HomeRepository.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-android,03-channels/regenera-channel-android/feature-home/src/main/kotlin/com/regenera/home/presentation/HomeScreen.kt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
