capacidade,arquivo
Identity,05-core-banking/regenera-core-identity/README.md
Identity,05-core-banking/regenera-core-identity/.gitignore
Identity,05-core-banking/regenera-core-identity/build.gradle.kts
Identity,05-core-banking/regenera-core-identity/CONTRIBUTING.md
Identity,05-core-banking/regenera-core-identity/.gitattributes
Identity,05-core-banking/regenera-core-identity/settings.gradle.kts
Identity,05-core-banking/regenera-core-identity/.env.example
Identity,05-core-banking/regenera-core-identity/OWNERS.yaml
Identity,05-core-banking/regenera-core-identity/SECURITY.md
Identity,05-core-banking/regenera-core-identity/catalog-info.yaml
Identity,05-core-banking/regenera-core-identity/deploy/terraform/.gitkeep
Identity,05-core-banking/regenera-core-identity/deploy/kubernetes/.gitkeep
Identity,05-core-banking/regenera-core-identity/deploy/helm/.gitkeep
Identity,05-core-banking/regenera-core-identity/tests/unit/.gitkeep
Identity,05-core-banking/regenera-core-identity/tests/contract/.gitkeep
Identity,05-core-banking/regenera-core-identity/tests/security/.gitkeep
Identity,05-core-banking/regenera-core-identity/tests/integration/.gitkeep
Identity,05-core-banking/regenera-core-identity/tests/performance/.gitkeep
Identity,05-core-banking/regenera-core-identity/docs/ARCHITECTURE.md
Identity,05-core-banking/regenera-core-identity/docs/THREAT-MODEL.md
Identity,05-core-banking/regenera-core-identity/docs/SLO.md
Identity,05-core-banking/regenera-core-identity/docs/DEPENDENCIES.md
Identity,05-core-banking/regenera-core-identity/docs/RUNBOOK.md
Identity,05-core-banking/regenera-core-identity/docs/DATA-FLOW.md
Identity,05-core-banking/regenera-core-identity/docs/ROLLBACK.md
Identity,05-core-banking/regenera-core-identity/docs/ADR/0001-boundary.md
Identity,05-core-banking/regenera-core-identity/scripts/validate.sh
Identity,05-core-banking/regenera-core-identity/scripts/build.sh
Identity,05-core-banking/regenera-core-identity/scripts/bootstrap.sh
Identity,05-core-banking/regenera-core-identity/scripts/release.sh
Identity,05-core-banking/regenera-core-identity/scripts/test.sh
Identity,05-core-banking/regenera-core-identity/infrastructure/migrations/0003-auth-and-inbound.sql
Identity,05-core-banking/regenera-core-identity/infrastructure/migrations/6.Regenera-Migrations-0003-auth-and-inbound.sql
Identity,05-core-banking/regenera-core-identity/src/main/resources/logback.xml
Identity,05-core-banking/regenera-core-identity/src/main/resources/application.yml
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/Application.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/application/command/BindDeviceCommand.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/application/command/RevokeDeviceCommand.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/application/command/AuthenticateCommand.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/application/command/TerminateSessionCommand.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/application/command/CompleteMfaCommand.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/domain/valueobject/DeviceId.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/domain/valueobject/CredentialId.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/domain/valueobject/SessionId.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/domain/valueobject/IdentityId.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/domain/aggregate/TrustedDevice.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/domain/aggregate/Identity.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/domain/aggregate/AuthenticationSession.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/domain/event/DeviceBound.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/domain/event/UserAuthenticated.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/domain/event/SessionTerminated.kt
Identity,05-core-banking/regenera-core-identity/src/main/kotlin/com/regenera/identity/domain/event/AuthenticationFailed.kt
Customer/Party,02-contracts/regenera-contracts-json-schema/party.schema.json
Customer/Party,02-contracts/regenera-contracts-error-catalog/customer-messages.pt-BR.yaml
Customer/Party,03-channels/regenera-channel-android/feature-onboarding/src/main/kotlin/com/regenera/onboarding/domain/SubmitCustomerData.kt
Customer/Party,03-channels/regenera-channel-android/app/src/main/java/bank/regenera/mobile/OidcClient.kt
Customer/Party,03-channels/regenera-channel-android/core-network/src/main/kotlin/com/regenera/network/ApiClient.kt
Customer/Party,03-channels/regenera-channel-android/core-security/src/main/kotlin/com/regenera/security/PlayIntegrityClient.kt
Customer/Party,03-channels/regenera-channel-android/feature-profile/build.gradle.kts
Customer/Party,03-channels/regenera-channel-android/feature-profile/src/main/kotlin/com/regenera/profile/data/ProfileApi.kt
Customer/Party,03-channels/regenera-channel-android/feature-profile/src/main/kotlin/com/regenera/profile/domain/GetAuthorizedDevices.kt
Customer/Party,03-channels/regenera-channel-android/feature-profile/src/main/kotlin/com/regenera/profile/domain/ProfileRepository.kt
Customer/Party,03-channels/regenera-channel-android/feature-profile/src/main/kotlin/com/regenera/profile/domain/RevokeDevice.kt
Customer/Party,03-channels/regenera-channel-android/feature-profile/src/main/kotlin/com/regenera/profile/domain/GetProfile.kt
Customer/Party,03-channels/regenera-channel-android/feature-profile/src/main/kotlin/com/regenera/profile/presentation/ProfileViewModel.kt
Customer/Party,03-channels/regenera-channel-android/feature-profile/src/main/kotlin/com/regenera/profile/presentation/SecurityScreen.kt
Customer/Party,03-channels/regenera-channel-android/feature-profile/src/main/kotlin/com/regenera/profile/presentation/DevicesScreen.kt
Customer/Party,03-channels/regenera-channel-android/feature-profile/src/main/kotlin/com/regenera/profile/presentation/ProfileScreen.kt
Customer/Party,03-channels/regenera-channel-partner-portal/src/lib/api-client.ts
Customer/Party,03-channels/regenera-channel-web-banking/src/core/api/client.ts
Customer/Party,03-channels/regenera-channel-web-banking/src/app/(authenticated)/profile/page.tsx
Customer/Party,03-channels/regenera-channel-web-banking/src/app/(authenticated)/profile/consents/page.tsx
Customer/Party,03-channels/regenera-channel-web-banking/src/app/(authenticated)/profile/security/page.tsx
Customer/Party,03-channels/regenera-channel-web-banking/src/app/(authenticated)/profile/devices/page.tsx
Customer/Party,03-channels/regenera-channel-web-banking/src/features/banking/ui/ProfilePage.tsx
Customer/Party,03-channels/regenera-channel-web-banking/src/features/profile/profile.schema.ts
Customer/Party,03-channels/regenera-channel-web-banking/src/features/profile/profile.types.ts
Customer/Party,03-channels/regenera-channel-web-banking/src/features/profile/useProfile.ts
Customer/Party,03-channels/regenera-channel-web-banking/src/features/profile/profile.api.ts
Customer/Party,03-channels/regenera-channel-web-banking/src/shared/api/client.ts
Customer/Party,03-channels/regenera-channel-web-banking/src/lib/api-client.ts
Customer/Party,03-channels/regenera-channel-web-banking/src/lib/server/core-client.ts
Customer/Party,03-channels/regenera-channel-web-banking/src/reused-enterprise/features/banking/ui/ProfilePage.tsx
Customer/Party,03-channels/regenera-channel-ios/FeatureProfile/Package.swift
Customer/Party,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Data/ProfileRepository.swift
Customer/Party,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Data/ProfileAPI.swift
Customer/Party,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Domain/GetAuthorizedDevices.swift
Customer/Party,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Domain/RevokeDevice.swift
Customer/Party,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Domain/GetProfile.swift
Customer/Party,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Presentation/SecurityView.swift
Customer/Party,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Presentation/ProfileView.swift
Customer/Party,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Presentation/DevicesView.swift
Customer/Party,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Presentation/ProfileViewModel.swift
Customer/Party,03-channels/regenera-channel-ios/FeatureOnboarding/Sources/FeatureOnboarding/Domain/SubmitCustomerData.swift
Customer/Party,03-channels/regenera-channel-ios/Sources/Core/APIClient.swift
Customer/Party,03-channels/regenera-channel-ios/Sources/Core/OIDCClient.swift
Customer/Party,03-channels/regenera-channel-ios/CoreNetworking/Tests/CoreNetworkingTests/APIClientTests.swift
Customer/Party,03-channels/regenera-channel-ios/CoreNetworking/Sources/CoreNetworking/APIClient.swift
Customer/Party,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Infrastructure/Api/OperationsApiClient.cs
Customer/Party,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Infrastructure/Api/IdentityApiClient.cs
Customer/Party,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Infrastructure/Api/AuditApiClient.cs
Customer/Party,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Infrastructure/Authentication/CorporateSsoClient.cs
Customer/Party,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Desktop/ViewModels/CustomerDetailsViewModel.cs
Customer/Party,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Desktop/Views/Customers/CustomerDetailsPage.xaml
Customer/Party,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Desktop/Views/Customers/CustomerSearchPage.xaml
Customer/Party,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Application/Customers/GetCustomerDetailsQuery.cs
Customer/Party,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Application/Customers/SearchCustomersQuery.cs
Customer/Party,04-bffs/regenera-bff-operations/src/main/kotlin/com/regenera/bff/api/CustomerOperationsController.kt
Customer/Party,04-bffs/regenera-bff-operations/src/main/kotlin/com/regenera/bff/application/SearchCustomerUseCase.kt
Customer/Party,04-bffs/regenera-bff-web/src/main/kotlin/com/regenera/bff/api/ProfileController.kt
Customer/Party,04-bffs/regenera-api-partners/src/core-client.ts
Customer/Party,04-bffs/regenera-api-partners/src/main/kotlin/com/regenera/bff/security/MtlsClientValidator.kt
Customer/Party,05-core-banking/regenera-core-pix/src/main/kotlin/com/regenera/pix/infrastructure/clients/PixParticipantClient.kt
Customer/Party,05-core-banking/regenera-core-pix/src/main/kotlin/com/regenera/pix/infrastructure/clients/DictClient.kt
Customer/Party,05-core-banking/regenera-core-pix/src/main/kotlin/com/regenera/pix/infrastructure/clients/SpiClient.kt
Customer/Party,05-core-banking/regenera-core-notifications/src/main/kotlin/com/regenera/notifications/infrastructure/clients/EmailProviderClient.kt
Customer/Party,05-core-banking/regenera-core-notifications/src/main/kotlin/com/regenera/notifications/infrastructure/clients/PushProviderClient.kt
Customer/Party,05-core-banking/regenera-core-notifications/src/main/kotlin/com/regenera/notifications/infrastructure/clients/SmsProviderClient.kt
Customer/Party,05-core-banking/regenera-core-customers/LICENSE
Customer/Party,05-core-banking/regenera-core-customers/CHANGELOG.md
Customer/Party,05-core-banking/regenera-core-customers/docker-compose.local.yml
Customer/Party,05-core-banking/regenera-core-customers/Dockerfile
Customer/Party,05-core-banking/regenera-core-customers/Makefile
Customer/Party,05-core-banking/regenera-core-customers/CODEOWNERS
Customer/Party,05-core-banking/regenera-core-customers/.tool-versions
Customer/Party,05-core-banking/regenera-core-customers/service.yaml
Customer/Party,05-core-banking/regenera-core-customers/.editorconfig
Customer/Party,05-core-banking/regenera-core-customers/README.md
Customer/Party,05-core-banking/regenera-core-customers/.gitignore
Customer/Party,05-core-banking/regenera-core-customers/build.gradle.kts
Customer/Party,05-core-banking/regenera-core-customers/CONTRIBUTING.md
Customer/Party,05-core-banking/regenera-core-customers/.gitattributes
Customer/Party,05-core-banking/regenera-core-customers/settings.gradle.kts
Customer/Party,05-core-banking/regenera-core-customers/.env.example
Customer/Party,05-core-banking/regenera-core-customers/OWNERS.yaml
Customer/Party,05-core-banking/regenera-core-customers/SECURITY.md
Customer/Party,05-core-banking/regenera-core-customers/catalog-info.yaml
Customer/Party,05-core-banking/regenera-core-customers/deploy/terraform/.gitkeep
Customer/Party,05-core-banking/regenera-core-customers/deploy/kubernetes/.gitkeep
Customer/Party,05-core-banking/regenera-core-customers/deploy/helm/.gitkeep
Customer/Party,05-core-banking/regenera-core-customers/tests/unit/.gitkeep
Customer/Party,05-core-banking/regenera-core-customers/tests/contract/.gitkeep
Customer/Party,05-core-banking/regenera-core-customers/tests/security/.gitkeep
Customer/Party,05-core-banking/regenera-core-customers/tests/integration/.gitkeep
Customer/Party,05-core-banking/regenera-core-customers/tests/performance/.gitkeep
Customer/Party,05-core-banking/regenera-core-customers/docs/ARCHITECTURE.md
Customer/Party,05-core-banking/regenera-core-customers/docs/THREAT-MODEL.md
Customer/Party,05-core-banking/regenera-core-customers/docs/SLO.md
Customer/Party,05-core-banking/regenera-core-customers/docs/DEPENDENCIES.md
Customer/Party,05-core-banking/regenera-core-customers/docs/RUNBOOK.md
Customer/Party,05-core-banking/regenera-core-customers/docs/DATA-FLOW.md
Customer/Party,05-core-banking/regenera-core-customers/docs/ROLLBACK.md
Customer/Party,05-core-banking/regenera-core-customers/docs/ADR/0001-boundary.md
Customer/Party,05-core-banking/regenera-core-customers/scripts/validate.sh
Customer/Party,05-core-banking/regenera-core-customers/scripts/build.sh
Customer/Party,05-core-banking/regenera-core-customers/scripts/bootstrap.sh
Customer/Party,05-core-banking/regenera-core-customers/scripts/release.sh
Customer/Party,05-core-banking/regenera-core-customers/scripts/test.sh
Customer/Party,05-core-banking/regenera-core-customers/db/migrations/V001__create_party.sql
Customer/Party,05-core-banking/regenera-core-customers/db/migrations/V010__create_customer_history.sql
Customer/Party,05-core-banking/regenera-core-customers/db/migrations/V008__create_beneficial_owners.sql
Customer/Party,05-core-banking/regenera-core-customers/db/migrations/V003__create_legal_entity.sql
Customer/Party,05-core-banking/regenera-core-customers/db/migrations/V005__create_addresses.sql
Customer/Party,05-core-banking/regenera-core-customers/db/migrations/V007__create_representatives.sql
Customer/Party,05-core-banking/regenera-core-customers/db/migrations/V006__create_contacts.sql
Customer/Party,05-core-banking/regenera-core-customers/db/migrations/V009__create_customer_risk_profiles.sql
Customer/Party,05-core-banking/regenera-core-customers/db/migrations/V011__create_customer_revalidation.sql
Customer/Party,05-core-banking/regenera-core-customers/db/migrations/V002__create_person.sql
Customer/Party,05-core-banking/regenera-core-customers/db/migrations/V004__create_documents.sql
Customer/Party,05-core-banking/regenera-core-customers/src/main/resources/logback.xml
Customer/Party,05-core-banking/regenera-core-customers/src/main/resources/application.yml
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/Application.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/application/command/SubmitKycCommand.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/application/command/UpdateCustomerCommand.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/application/command/ChangeCustomerStatusCommand.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/application/command/CreateCustomerCommand.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/domain/valueobject/LegalName.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/domain/valueobject/TaxIdentifier.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/domain/valueobject/Address.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/domain/valueobject/CustomerId.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/domain/valueobject/ContactInformation.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/domain/aggregate/CustomerRelationship.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/domain/aggregate/CustomerProfile.kt
Customer/Party,05-core-banking/regenera-core-customers/src/main/kotlin/com/regenera/customers/domain/aggregate/Customer.kt
Customer/Party,05-core-banking/regenera-core-customers/src/domain/model/Document.kt
Customer/Party,05-core-banking/regenera-core-customers/src/domain/model/CustomerRiskProfile.kt
Customer/Party,05-core-banking/regenera-core-customers/src/domain/model/Party.kt
Customer/Party,05-core-banking/regenera-core-customers/src/domain/model/Contact.kt
Customer/Party,05-core-banking/regenera-core-customers/src/domain/model/Customer.kt
Customer/Party,05-core-banking/regenera-core-customers/src/domain/model/Person.kt
Customer/Party,05-core-banking/regenera-core-customers/src/domain/model/BeneficialOwner.kt
Customer/Party,05-core-banking/regenera-core-customers/src/domain/model/Address.kt
Customer/Party,05-core-banking/regenera-core-customers/src/domain/model/KycCaseReference.kt
Customer/Party,05-core-banking/regenera-core-customers/src/domain/model/Representative.kt
Customer/Party,05-core-banking/regenera-core-customers/src/domain/model/LegalEntity.kt
Customer/Party,05-core-banking/regenera-core-investments/src/main/kotlin/com/regenera/investments/domain/valueobject/SuitabilityProfile.kt
Customer/Party,05-core-banking/regenera-core-customer-support/LICENSE
Customer/Party,05-core-banking/regenera-core-customer-support/CHANGELOG.md
Customer/Party,05-core-banking/regenera-core-customer-support/docker-compose.local.yml
Customer/Party,05-core-banking/regenera-core-customer-support/Dockerfile
Customer/Party,05-core-banking/regenera-core-customer-support/Makefile
Customer/Party,05-core-banking/regenera-core-customer-support/CODEOWNERS
Customer/Party,05-core-banking/regenera-core-customer-support/.tool-versions
Customer/Party,05-core-banking/regenera-core-customer-support/service.yaml
Customer/Party,05-core-banking/regenera-core-customer-support/.editorconfig
Customer/Party,05-core-banking/regenera-core-customer-support/README.md
Customer/Party,05-core-banking/regenera-core-customer-support/.gitignore
Customer/Party,05-core-banking/regenera-core-customer-support/CONTRIBUTING.md
Customer/Party,05-core-banking/regenera-core-customer-support/.gitattributes
Customer/Party,05-core-banking/regenera-core-customer-support/.env.example
Customer/Party,05-core-banking/regenera-core-customer-support/OWNERS.yaml
Customer/Party,05-core-banking/regenera-core-customer-support/SECURITY.md
Customer/Party,05-core-banking/regenera-core-customer-support/catalog-info.yaml
Customer/Party,05-core-banking/regenera-core-customer-support/deploy/terraform/.gitkeep
Customer/Party,05-core-banking/regenera-core-customer-support/deploy/kubernetes/.gitkeep
Customer/Party,05-core-banking/regenera-core-customer-support/deploy/helm/.gitkeep
Customer/Party,05-core-banking/regenera-core-customer-support/tests/unit/.gitkeep
Customer/Party,05-core-banking/regenera-core-customer-support/tests/contract/.gitkeep
Customer/Party,05-core-banking/regenera-core-customer-support/tests/security/.gitkeep
Customer/Party,05-core-banking/regenera-core-customer-support/tests/integration/.gitkeep
Customer/Party,05-core-banking/regenera-core-customer-support/tests/performance/.gitkeep
Customer/Party,05-core-banking/regenera-core-customer-support/docs/ARCHITECTURE.md
Customer/Party,05-core-banking/regenera-core-customer-support/docs/THREAT-MODEL.md
Customer/Party,05-core-banking/regenera-core-customer-support/docs/SLO.md
Customer/Party,05-core-banking/regenera-core-customer-support/docs/DEPENDENCIES.md
Customer/Party,05-core-banking/regenera-core-customer-support/docs/RUNBOOK.md
Customer/Party,05-core-banking/regenera-core-customer-support/docs/DATA-FLOW.md
Customer/Party,05-core-banking/regenera-core-customer-support/docs/ROLLBACK.md
Customer/Party,05-core-banking/regenera-core-customer-support/docs/ADR/0001-boundary.md
Customer/Party,05-core-banking/regenera-core-customer-support/scripts/validate.sh
Customer/Party,05-core-banking/regenera-core-customer-support/scripts/build.sh
Customer/Party,05-core-banking/regenera-core-customer-support/scripts/bootstrap.sh
Customer/Party,05-core-banking/regenera-core-customer-support/scripts/release.sh
Customer/Party,05-core-banking/regenera-core-customer-support/scripts/test.sh
Customer/Party,05-core-banking/regenera-core-accounts/src/main/kotlin/com/regenera/accounts/application/query/GetAccountsByCustomerQuery.kt
Customer/Party,06-risk-control/regenera-control-aml/src/main/kotlin/com/regenera/aml/application/command/ScreenCustomerCommand.kt
Accounts,02-contracts/regenera-contracts-asyncapi/account-events.yaml
Accounts,02-contracts/regenera-contracts-json-schema/account.schema.json
Accounts,02-contracts/regenera-contracts-openapi/accounts/v1.yaml
Accounts,02-contracts/regenera-contracts-openapi/balances/v1.yaml
Accounts,03-channels/regenera-channel-android/feature-accounts/build.gradle.kts
Accounts,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/data/AccountsApi.kt
Accounts,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/domain/GetAccounts.kt
Accounts,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/domain/AccountsRepository.kt
Accounts,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/domain/GetAccountBalance.kt
Accounts,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/presentation/AccountDetailsScreen.kt
Accounts,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/presentation/AccountListScreen.kt
Accounts,03-channels/regenera-channel-android/feature-accounts/src/main/kotlin/com/regenera/accounts/presentation/AccountsViewModel.kt
Accounts,03-channels/regenera-channel-web-banking/infra/gcp-iam-zero-trust/service-accounts.yaml
Accounts,03-channels/regenera-channel-web-banking/tests/e2e/accounts.spec.ts
Accounts,03-channels/regenera-channel-web-banking/src/app/(authenticated)/accounts/page.tsx
Accounts,03-channels/regenera-channel-web-banking/src/app/(authenticated)/accounts/[accountId]/page.tsx
